item_id,title,short_description,long_description,predictions,unitsOfMeasure,last_updated_at
102505641,Arielle Eau De Toilette Spray 1.0 Oz / 30 Ml for Women by Fragonard,Arielle Eau De Toilette Spray 1.0 Oz / 30 Ml,Arielle Eau De Toilette Spray 1.0 Oz / 30 Ml for Women by Fragonard.,None,,1477032701160
170236415,Perlier 6.7 oz Liquorice Whitecurrant Scented Body Water Perfume for Women,Perlier 6.7 oz Liquorice Whitecurrant Scented Body Water Perfume for Women,"Perlier Perfume by Perlier, Perlier is a cosmetic company located near turin italy. Great care is taken in researching and testing products so that they can be assured to only bring you the very best. With over 150 acres of land they grow their flowers, fruits and herbs free of pesticides and insecticides. A premier producer of bath and body treatments meant to enhance your every dream.",None,,1475099479855
167957054,"Coach Signature Eau De Toilette Spray for Women, 3.4 Ounce",Women fragance,Women fragance,None,,1470881246308
186057336,Weil 3.3 oz Eau De Toilette Spray Cologne for Men,Weil 3.3 oz Eau De Toilette Spray Cologne for Men,"Wild Essence Cologne by Weil, Wild essence fragrance for men is a 2012 release from the house of weil. Designed for men who want to display their uninhibited side with a vibrant and invigorating cologne, wild essence offers an enticing blend of patchouli and tobacco base notes with sandalwood and pepper middle tones, topped off with mint for a hint of freshness on top of rugged masculine scents. Wild essence works equally well for an intimate evening or a night out on the town.",None,,1475099603224
47717827,Coty Edt Spray .5 oz for Women,Coty Edt Spray .5 oz for Women,Ici By Coty Edt Spray .5 oz for Women,None,,1470598393057
50137799,Archipelago Botanicals - Mint Hand Creme - 3.2 oz,short description is not available,"<p>Natural essential oils of wild mint and mandarin oranges give Archipelago Botanicals' Mint Hand Cream a refreshing citrus mint scent.</p><br/><p>The non-greasy, award-winning Archipelago Hand Cream formulation is luxuriously thick, long lasting and thoroughly hydrates dry skin and chapped hands.</p><br/><p>Use as part of a daily ritual for clean, smooth skin and young, beautiful hands.</p>",None,,1476884265225
163171059,"Pino Silvestre by Pino Silvestre Shower Gel and Shampoo for Men, 8.4 Ounce",SHOWER GEL AND SHAMPOO 8.4 OZ Design House: Pino Silvestre Year Introduced: 1955 Fragrance Notes: Oakmoss Woods And Patchouli Masculine And Enticing. Recommended Use: Romantic <br><br><b> SKU : </b>ADIB000Z4SLZC,SHOWER GEL AND SHAMPOO 8.4 OZ Design House: Pino Silvestre Year Introduced: 1955 Fragrance Notes: Oakmoss Woods And Patchouli Masculine And Enticing. Recommended Use: Romantic <br><br><b> SKU : </b>ADIB000Z4SLZC,None,,1476354464774
42506459,"Mainstays Utility Cloths, Blue Summer, 9-Pack",These Mainstays Utility Cloths are made of durable and absorbent cotton. They're machine washable for easy cleaning.,"<br><b>Mainstays Utility Cloths, Blue Summer, 9-Pack:</b><ul><li>Fabric content: cotton<li>Size: 11\"" x 11\""<li>Care instructions: machine washable</ul>",None,,1477588948601
54057228,"Betty Mills PHL20CT Microfiber Cleaning Pad, Green, 6 X 8, 5/carton","Trust soft and durable microfiber cleaning pads for household dusting tasks. Microfiber pad cleans glass with less drag. Provides perfect glide action on smooth surfaces for a thorough clean. Effectively removes dust, grease, fingerprints and light dirt. Towel/Wipe Type: Microfiber Pad; Application: Glass; Flat Smooth Surfaces; Applicable Material: Glass; Material(s): Microfiber.<li>Soft and durable cleaning pads.</li><li>Cleans glass with less drag.</li><li>Provides perfect glide action on surface.</li><li>Effectively removes dust, grease, fingerprints and light dirt.</li><br>Includes 5 pads<br><br>Global Product Type:Towels & Wipes-Washable Cleaning Cloth <li> Global Product Type:Towels & Wipes-Washable Cleaning Cloth </li>Towel/Wipe Type:Microfiber Pad <li> Towel/Wipe Type:Microfiber Pad </li>Application:Glass <li> Application:Glass </li>Application:Flat Smooth Surfaces <li> Application:Flat Smooth Surfaces </li>Applicable Material:Glass <li> Applicable Material:Glass...","Trust soft and durable microfiber cleaning pads for household dusting tasks. Microfiber pad cleans glass with less drag. Provides perfect glide action on smooth surfaces for a thorough clean. Effectively removes dust, grease, fingerprints and light dirt. Towel/Wipe Type: Microfiber Pad; Application: Glass; Flat Smooth Surfaces; Applicable Material: Glass; Material(s): Microfiber.<li>Soft and durable cleaning pads.</li><li>Cleans glass with less drag.</li><li>Provides perfect glide action on surface.</li><li>Effectively removes dust, grease, fingerprints and light dirt.</li><br><br>Includes 5 pads<br><br><br>Global Product Type:Towels & Wipes-Washable Cleaning Cloth <br><li> Global Product Type:Towels & Wipes-Washable Cleaning Cloth </li>Towel/Wipe Type:Microfiber Pad <br><li> Towel/Wipe Type:Microfiber Pad </li>Application:Glass <br><li> Application:Glass </li>Application:Flat Smooth Surfaces <br><li> Application:Flat Smooth Surfaces </li>Applicable Material:Glass <br><li> Applicable Material:Glass </li>Material(s):Microfiber <br><li> Material(s):Microfiber </li>Color(s):Green <br><li> Color(s):Green </li>Scent:Unscented <br><li> Scent:Unscented </li>Length:8\"" <br><li> Length:8\"" </li>Width:6\"" <br><li> Width:6\"" </li>Packaging:Pack <br><li> Packaging:Pack </li>Number of Towels/Wipes Per Container:5 <br><li> Number of Towels/Wipes Per Container:5 </li>Pre-Consumer Recycled Content Percent:0% <br><li> Pre-Consumer Recycled Content Percent:0% </li>Post-Consumer Recycled Content Percent:0% <br><li> Post-Consumer Recycled Content Percent:0% </li>Total Recycled Content Percent:0% <br><li> Total Recycled Content Percent:0% </li>",None,,1473446359061
35098199,RMC Ultra Marathon LM Floor Finish,RMC Ultra Marathon LM Floor Finish,"<!-- Etilize Content --><p>Low-maintenance floor finish delivers a high gloss and enhanced durability and performance for low-maintenance costs. Ultra Marathon Floor Finish dries to a brilliant gloss and maintains its appearance despite heavy traffic. Coverage is 2,000 to 3,000 square feet per gallon, and no sealer is required. Build a three to six-coat base for added longevity. Extremely durable floor finish responds well to spray buffing or mop and recoat systems. Ultra Marathon meets ASTM slip-resistance specifications.</p><!-- End Etilize Content -->",None,,1470925347220
54410840,Winsor & Newton Artguard Barrier Cream,short description is not available,"Light and non-greasy, this silicone-based cream rubs easily into the skin to form an invisible barrier against artist's materials. Irritating substances won't penetrate the skin, and colors wash off easily with soap and water.Pleasantly scented, made from an emulsion of moisturizers, waxes, glycerin, and natural oil, Artguard Barrier Cream not only protects, but conditions the skin as well.",None,,1476975650826
107526630,"SCRUBS Appliance Cleaner Wipes - Wipe - 50 / Canister - 6 / Carton - White, Black","SCRUBS Appliance Cleaner Wipes - Wipe - 50 / Canister - 6 / Carton - White, Black",<p>Appliance wipes are the easy solution for quick cleanups around kitchens and breakrooms. SCRUBS Appliance Cleaner Wipes are designed to clean inside microwaves and refrigerators. The durable dual-textured wipe combines with a professional cleaning formulation to cut through baked-on and dried-on messes as well as greasy and sticky residues.</p><p><b>General Information</b><ul><li>Manufacturer: ITW Professional Brands</li><li>Manufacturer Part Number: 98156CT</li><li>Brand Name: SCRUBS</li><li>Product Name: Appliance Cleaner Wipes</li><li>Packaged Quantity: 6 / Carton</li><li>Product Type: Multipurpose Cleaner</li></ul></p><p><b>Product Information</b><ul><li>Cleaner Type: Wipe</li><li>Quantity Per Container: 50</li><li>Container Type: Canister</li><li>Recommended Use: <ul><li>Grease Remover</li><li>Residue Remover</li><li>Sticker Remover</li></ul></li><li>Application/Usage: <ul><li>Appliance</li><li>Breakroom</li><li>Kitchen</li><li>Refrigerator</li><li>Microwave</li></ul></li><li>Features: <ul><li>Textured</li><li>Durable</li><li>No-mess</li></ul></li></ul></p><p><b>Physical Characteristics</b><ul><li>Color: <ul><li>White</li><li>Black</li></ul></li></ul></p><p><b>Miscellaneous</b><ul><li>Recycled: Yes</li><li>Assembly Required: No</li><li>Country of Origin: United States</li></ul></p>,None,,1476407640095
139088900,CYS-Excel Flameless Candle (Set of 24),"Features:  -Flickering LED light realistically simulated burning candle.  -Flameless tea lights have no drips, no mess and safe.  -Uses 1 CR2032 Battery (included) which can be easily replaced by a push button.  -Batteries last up to 100 hours, on/off switch.  -Great for parties, Christmas, home decor, restaurants, nightclubs and camping.  Candle Type: -Flameless.  Number of Candles Included: -24. Dimensions:  Overall Height - Top to Bottom: -1.5\"".  Overall Width - Side to Side: -1.5\"".  Overall Depth - Front to Back: -1.5\"".  Overall Product Weight: -1.5 lbs.","CYSE1160<br /><b>Features</b><br /><ul><li>Flickering LED light realistically simulated burning candle</li><li>Flameless tea lights have no drips, no mess and safe</li><li>Uses 1 CR2032 Battery (included) which can be easily replaced by a push button</li><li>Batteries last up to 100 hours, on/off switch</li><li>Great for parties, Christmas, home decor, restaurants, nightclubs and camping</li><li>Candle Type: Flameless</li><li>Number of Candles Included: 24</li></ul> <br /><b>Dimensions</b><br /><ul><li>Overall Height - Top to Bottom: 1.5\""</li><li>Overall Width - Side to Side: 1.5\""</li><li>Overall Depth - Front to Back: 1.5\""</li><li>Overall Product Weight: 1.5 lbs</li></ul>",None,,1477052518387
135654567,Hilfiger - Tommy Cologne Spray - 100ml/3.3oz,short description is not available,Hilfiger - Tommy Cologne Spray - 100ml/3.3oz,None,,1476478619598
40923990,"ZEP PROFESSIONAL R06201 Vandal Mark Remover, 20 oz.","Vandal Mark Remover,20 oz.","Vandal Mark Remover, 20 oz., Color Clear, Fragrance Citrus, Container Type Aerosol Can, Contains D Limonene, For Use On Vinyl, Wood, Plastics and More, Recommended Dilution Ready to Use, VOC Content 50 Percent, Removes Ink, Crayon, Pencil, Adhesives and Grease from Most Painted Surfaces<br><b>Features</b><ul><li>Size : 20 oz.</li><li>Fragrance : Citrus</li><li>Recommended Dilution : Ready to Use</li><li>Item : Vandal Mark Remover</li><li>Contains : D Limonene</li><li>VOC Content : 50%</li><li>Color : Clear</li><li>Container Type : Aerosol Can</li><li>For Use On : Vinyl, Wood, Plastics and More</li><li>Removes : Ink, Crayon, Pencil, Adhesives and Grease from Most Painted Surfaces</li><li>Sub-Category : Graffiti and Adhesive Removers</li></ul>",citrus,,1471258388874
172895412,M. Micallef 3.3 oz Eau De Parfum Spray Perfume for Women,M. Micallef 3.3 oz Eau De Parfum Spray Perfume for Women,"Monsieur Balmain Cologne by Pierre Balmain, Launched by the design house of pierre balmain in 1964, monsieur balmain is classified as a luxurious, fruity fragrance. This masculine scent possesses a blend of rich, crisp and clean citrus. It is recommended for casual wear.",fruity,,1475099377434
28681361,Juicy Couture 15031399906 Viva La Juicy Eau De Parfum Spray - 30ml-1oz,short description is not available,"A delicious fragrance of sparkling fruit & flowers Sweet, fresh, enticing & sensual Top notes of Wild Berries, Mandarin Heart notes of Honeysuckle, Gardenia, Jasmine Base notes of Amber, Caramel, Vanilla, Sandalwood, Praline Perfect for playful girls,  Product Line: Viva La Juicy,  Product Size: 30ml/1oz SKU: SB15031399906",None,,1477019714487
117411380,CORE 4 Complete Anti-Aging Collection,"Discover the amazing AminoGenesisa,,C/ formula in this complete, easy to use, anti-aging collection. If you are considering trying AminoGenesisa,,C/ for the first time or a loyal user, this collection is specifically designed to give you maximum results in a minimum amount of time. The AminoGenesisa,,C/ CORE 4 collection is four products that work together hydrating and nourishing your skin for the most radiant and luxurious skin possible. Just follow these easy steps and get ready to love your skin again.","Discover the amazing AminoGenesisa,,C/ formula in this complete, easy to use, anti-aging collection. If you are considering trying AminoGenesisa,,C/ for the first time or a loyal user, this collection is specifically designed to give you maximum results in a minimum amount of time. The AminoGenesisa,,C/ CORE 4 collection is four products that work together hydrating and nourishing your skin for the most radiant and luxurious skin possible. Just follow these easy steps and get ready to love your skin again.STEP 1 - CLEANSEReally Really Clean- Facial Cleanser- 6 fl. oz. (177 mL)Start your routine with fresh clean skin. Our amazing dual purpose technology bathes the skin with life giving amino acids, while deeply cleansing. Imbedded dirt, makeup and other impurities are no match for the gentle power of AminoGenesis Really, Really Clean! As you cleanse, 17 amino acids go to work on contact, enhancing and beautifying your skin with vital nutrients. Really, Really Clean leaves your skin soft smooth, glowing and squeaky clean.STEP 2 - EYE CARECounter Clockwise - Under Eye Treatment - .5 fl. oz. (14 mL)Next step is to address the delicate skin around the eyes. The eyes are usually the first to show signs of aging like crows feet and fine lines that's why we pay close attention to this area. Our specially formulated gel / cream hybrid is designed to deliver much needed hydration and nutrients to help improve the appearance of the delicate skin around the eye.STEP 3 - ANTI AGING FACIAL CARETherapeutic Facial Repair - Facial Moisturizer 1.7 fl. oz. (50 mL)Our most concentrated version of the AminoGenesisa,,C/ formula gives you the moisturizing and nourishing power not available in any other formula in the world. Reduce the appearance of fine lines and wrinkles while improving skins texture and radiance.STEP 4 - TOTAL BODY CARECocoon- Total Body Rejuvenating Emollient 8 fl. oz. (236 mL)Last step is to address the rest of your body with Cocoon total body emollient. Dry cracked heels, elbows and knees are no match for the hydrating power of Cocoon. Get skin that's healthy, hydrated and soft to the touch.",None,,1476299623021
